date,open,high,low,close,volume
2022-03-04,155.2973,156.6980,154.6761,156.0737,5110068
2022-03-07,156.0737,156.7082,155.4494,156.0839,5064297
2022-03-08,156.0839,156.7082,155.3441,155.9680,4947509
2022-03-09,155.9680,157.3631,155.3441,156.7362,5095352
2022-03-10,156.7362,157.3631,155.6617,156.2869,4850544
2022-03-11,156.2869,157.5865,155.6617,156.9586,5160243
2022-03-14,156.9586,157.9319,156.3308,157.3027,4844396
2022-03-15,157.3027,157.9319,156.3773,157.0053,5197995
2022-03-16,157.0053,157.6333,156.3462,156.9740,4978407
2022-03-17,156.9740,158.0355,156.3462,157.4059,5174922
2022-03-18,157.4059,158.6557,156.7762,158.0236,4968152
2022-03-21,158.0236,159.6239,157.3915,158.9879,4877242
2022-03-22,158.9879,159.7037,158.3519,159.0675,4998201
2022-03-23,159.0675,159.7037,157.6073,158.2403,4939840
2022-03-24,158.2403,159.8235,157.6073,159.1868,5040002
2022-03-25,159.1868,160.7056,158.5500,160.0654,4806491
2022-03-28,160.0654,160.7056,158.6256,159.2626,4820983
2022-03-29,159.2626,159.8997,157.9924,158.6269,4887757
2022-03-30,158.6269,159.2614,157.4951,158.1276,4998326
2022-03-31,158.1276,158.7601,157.4428,158.0751,4932859
2022-04-01,158.0751,158.9547,157.4428,158.3215,4820772
2022-04-04,158.3215,158.9547,157.6100,158.2430,5005137
2022-04-05,158.2430,158.8759,157.2147,157.8461,5115331
2022-04-06,157.8461,159.0590,157.2147,158.4253,5084642
2022-04-07,158.4253,159.0590,157.5698,158.2026,5083955
2022-04-08,158.2026,158.8354,156.8157,157.4455,4947213
2022-04-11,157.4455,158.4932,156.8157,157.8617,5137361
2022-04-12,157.8617,158.4932,156.9652,157.5956,4971568
2022-04-13,157.5956,158.2260,156.9272,157.5574,4975286
2022-04-14,157.5574,158.5533,156.9272,157.9216,4928501
2022-04-15,157.9216,158.5533,156.9473,157.5776,4837180
2022-04-18,157.5776,158.2079,156.7445,157.3740,4988319
2022-04-19,157.3740,158.4640,156.7445,157.8327,4972015
2022-04-20,157.8327,158.9517,157.2014,158.3184,4874206
2022-04-21,158.3184,159.3705,157.6852,158.7356,5115565
2022-04-22,158.7356,160.0906,158.1006,159.4528,4816651
2022-04-25,159.4528,161.1061,158.8150,160.4642,5191215
2022-04-26,160.4642,161.1061,159.6194,160.2604,4882783
2022-04-27,160.2604,161.3902,159.6194,160.7473,5157604
2022-04-28,160.7473,161.5622,160.1043,160.9185,5082098
2022-04-29,160.9185,161.5622,159.8657,160.5077,5054690
2022-05-02,160.5077,162.3225,159.8657,161.6758,4809914
2022-05-03,161.6758,162.5808,161.0291,161.9330,4872611
2022-05-04,161.9330,162.5808,161.0757,161.7226,5121097
2022-05-05,161.7226,162.3695,160.9193,161.5655,5062615
2022-05-06,161.5655,162.7134,160.9193,162.0651,4918347
2022-05-09,162.0651,163.7059,161.4169,163.0537,5173736
2022-05-10,163.0537,164.2157,162.4014,163.5615,5142573
2022-05-11,163.5615,164.9127,162.9072,164.2557,5068273
2022-05-12,164.2557,165.2732,163.5987,164.6147,4906873
2022-05-13,164.6147,165.2787,163.9563,164.6202,4886601
2022-05-16,164.6202,165.2787,163.1281,163.7832,4864615
2022-05-17,163.7832,164.4384,162.5304,163.1832,4931384
2022-05-18,163.1832,164.5014,162.5304,163.8460,5059536
2022-05-19,163.8460,164.5014,163.0351,163.6899,4886401
2022-05-20,163.6899,164.3446,162.2527,162.9043,4933789
2022-05-23,162.9043,163.5560,161.5751,162.2240,4872942
2022-05-24,162.2240,163.3742,161.5751,162.7234,5167215
2022-05-25,162.7234,163.4016,162.0725,162.7506,5026975
2022-05-26,162.7506,163.6435,162.0996,162.9916,5055834
2022-05-27,162.9916,163.7146,162.3396,163.0623,4861913
2022-05-30,163.0623,164.1376,162.4101,163.4837,4802101
2022-05-31,163.4837,164.1376,161.9266,162.5769,5129004
2022-06-01,162.5769,163.2272,161.5883,162.2372,4949307
2022-06-02,162.2372,163.0190,161.5883,162.3695,4931534
2022-06-03,162.3695,163.8480,161.7200,163.1952,4888069
2022-06-06,163.1952,163.8480,161.8685,162.5185,4909547
2022-06-07,162.5185,163.7418,161.8685,163.0894,4812661
2022-06-08,163.0894,163.7418,161.9184,162.5686,5153324
2022-06-09,162.5686,163.2189,161.8635,162.5136,5100195
2022-06-10,162.5136,163.1636,161.7135,162.3630,5077030
2022-06-13,162.3630,163.0283,161.7135,162.3788,4959802
2022-06-14,162.3788,163.6726,161.7293,163.0205,5058106
2022-06-15,163.0205,163.8780,162.3685,163.2251,4945553
2022-06-16,163.2251,164.8685,162.5722,164.2116,5067890
2022-06-17,164.2116,165.1106,163.5548,164.4528,5190400
2022-06-20,164.4528,165.2751,163.7949,164.6167,5150665
2022-06-21,164.6167,165.8074,163.9582,165.1468,5103744
2022-06-22,165.1468,166.1336,164.4862,165.4717,5184738
2022-06-23,165.4717,167.0559,164.8098,166.3903,4929830
2022-06-24,166.3903,167.0559,164.8319,165.4939,5178160
2022-06-27,165.4939,166.2481,164.8319,165.5858,4941693
2022-06-28,165.5858,166.7707,164.9235,166.1062,4983212
2022-06-29,166.1062,167.2481,165.4418,166.5818,4959209
2022-06-30,166.5818,167.3221,165.9155,166.6555,4823796
2022-07-01,166.6555,167.4327,165.9889,166.7657,4986215
2022-07-04,166.7657,167.4327,165.9994,166.6661,4884739
2022-07-05,166.6661,167.3327,165.7402,166.4058,4959594
2022-07-06,166.4058,167.0715,165.3925,166.0567,4835942
2022-07-07,166.0567,166.8435,165.3925,166.1788,5092369
2022-07-08,166.1788,167.3132,165.5141,166.6466,5091631
2022-07-11,166.6466,167.3132,165.9649,166.6314,5009566
2022-07-12,166.6314,167.2980,165.8808,166.5470,4916558
2022-07-13,166.5470,168.0730,165.8808,167.4034,4816008
2022-07-14,167.4034,168.9470,166.7338,168.2739,5199294
2022-07-15,168.2739,169.0985,167.6008,168.4248,4886837
2022-07-18,168.4248,169.9433,167.7511,169.2662,5181811
2022-07-19,169.2662,169.9433,167.9153,168.5897,4872403
2022-07-20,168.5897,169.7285,167.9153,169.0523,4926087
2022-07-21,169.0523,169.7285,168.1130,168.7881,4855776
2022-07-22,168.7881,169.4633,167.3174,167.9894,4897916
2022-07-25,167.9894,168.9365,167.3174,168.2634,5158245
2022-07-26,168.2634,169.4082,167.5904,168.7333,5121482
2022-07-27,168.7333,169.4082,167.4601,168.1326,5163141
2022-07-28,168.1326,168.8051,167.4002,168.0725,4998125
2022-07-29,168.0725,168.7448,166.8329,167.5029,5086795
2022-08-01,167.5029,168.1729,166.3260,166.9940,5060221
2022-08-02,166.9940,167.6620,165.6708,166.3362,4802740
2022-08-03,166.3362,167.8998,165.6708,167.2308,4950583
2022-08-04,167.2308,168.3909,166.5619,167.7200,5138713
2022-08-05,167.7200,168.3909,166.1074,166.7745,5148552
2022-08-08,166.7745,167.4416,165.3353,165.9993,5042687
2022-08-09,165.9993,166.6633,164.6456,165.3068,4831903
2022-08-10,165.3068,165.9680,164.0083,164.6670,4861570
2022-08-11,164.6670,165.4060,164.0083,164.7470,5190392
2022-08-12,164.7470,165.4060,163.9987,164.6574,5130858
2022-08-15,164.6574,165.3160,163.6299,164.2870,4831553
2022-08-16,164.2870,164.9442,163.4037,164.0600,5165982
2022-08-17,164.0600,165.8297,163.4037,165.1690,5086746
2022-08-18,165.1690,166.0959,164.5083,165.4342,5147280
2022-08-19,165.4342,166.7533,164.7724,166.0890,5194373
2022-08-22,166.0890,166.7533,165.0832,165.7462,4906612
2022-08-23,165.7462,166.4092,164.1729,164.8322,5068875
2022-08-24,164.8322,165.4915,163.7327,164.3902,4866388
2022-08-25,164.3902,166.0448,163.7327,165.3832,5171011
2022-08-26,165.3832,166.0448,164.6728,165.3341,4847383
2022-08-29,165.3341,165.9954,163.6986,164.3560,5001450
2022-08-30,164.3560,165.0134,163.0335,163.6883,4999325
2022-08-31,163.6883,164.3430,162.9464,163.6008,4928655
2022-09-01,163.6008,164.2552,162.7063,163.3597,5005044
2022-09-02,163.3597,164.0131,162.1342,162.7854,5035201
2022-09-05,162.7854,164.3641,162.1342,163.7093,5167675
2022-09-06,163.7093,165.3779,163.0544,164.7191,4952738
2022-09-07,164.7191,165.5197,164.0602,164.8603,4851055
2022-09-08,164.8603,165.5197,163.5001,164.1567,5141372
2022-09-09,164.1567,164.8134,163.2711,163.9268,4970544
2022-09-12,163.9268,164.7858,163.2711,164.1293,4877991
2022-09-13,164.1293,164.7858,163.1951,163.8505,4836095
2022-09-14,163.8505,165.4536,163.1951,164.7944,5188831
2022-09-15,164.7944,166.4002,164.1353,165.7372,4870559
2022-09-16,165.7372,167.5554,165.0743,166.8878,4928641
2022-09-19,166.8878,168.5777,166.2203,167.9061,5137379
