dt,equity
2022-03-29T00:00:00,100549.272368
2022-03-30T00:00:00,100566.024075
2022-03-31T00:00:00,100593.485730
2022-04-01T00:00:00,100584.171333
2022-04-04T00:00:00,100593.477884
2022-04-05T00:00:00,100615.584384
2022-04-06T00:00:00,100639.630831
2022-04-07T00:00:00,100638.308228
2022-04-08T00:00:00,100622.803572
2022-04-11T00:00:00,100631.835866
2022-04-12T00:00:00,100624.671108
2022-04-13T00:00:00,100623.087299
2022-04-14T00:00:00,100627.915418
2022-04-15T00:00:00,100646.877039
2022-04-18T00:00:00,100657.877599
2022-04-19T00:00:00,100647.231315
2022-04-20T00:00:00,100667.016033
2022-04-21T00:00:00,100684.878689
2022-04-22T00:00:00,100679.459135
2022-04-25T00:00:00,100679.878801
2022-04-26T00:00:00,100706.051406
2022-04-27T00:00:00,100706.107043
2022-04-28T00:00:00,100713.788712
2022-04-29T00:00:00,100735.269414
2022-05-02T00:00:00,100768.283148
2022-05-03T00:00:00,100791.806916
2022-05-04T00:00:00,100817.803716
2022-05-05T00:00:00,100814.598549
2022-05-06T00:00:00,100831.094415
2022-05-09T00:00:00,100851.945315
2022-05-10T00:00:00,100872.624248
2022-05-11T00:00:00,100885.449214
2022-05-12T00:00:00,100908.739213
2022-05-13T00:00:00,100909.501246
2022-05-16T00:00:00,100893.226313
2022-05-17T00:00:00,100899.986414
2022-05-18T00:00:00,100907.237954
2022-05-19T00:00:00,100916.526795
2022-05-20T00:00:00,100918.228649
2022-05-23T00:00:00,100907.203516
2022-05-24T00:00:00,100932.574397
2022-05-25T00:00:00,100946.098291
2022-05-26T00:00:00,100943.060200
2022-05-27T00:00:00,100961.208843
2022-05-30T00:00:00,100995.233546
2022-05-31T00:00:00,101017.422200
2022-06-01T00:00:00,101018.984806
2022-06-02T00:00:00,101044.170363
2022-06-03T00:00:00,101064.148872
2022-06-06T00:00:00,101067.761332
2022-06-07T00:00:00,101065.642745
2022-06-08T00:00:00,101078.359109
2022-06-09T00:00:00,101100.366393
2022-06-10T00:00:00,101108.800799
2022-06-13T00:00:00,101116.800189
2022-06-14T00:00:00,101112.578565
2022-06-15T00:00:00,101128.672925
2022-06-16T00:00:00,101123.617270
2022-06-17T00:00:00,101143.990600
2022-06-20T00:00:00,101160.481072
2022-06-21T00:00:00,101179.612402
2022-06-22T00:00:00,101202.835684
2022-06-23T00:00:00,101224.529919
2022-06-24T00:00:00,101233.477106
2022-06-27T00:00:00,101264.286246
2022-06-28T00:00:00,101295.473340
2022-06-29T00:00:00,101303.668386
2022-06-30T00:00:00,101303.672385
2022-07-01T00:00:00,101302.224338
2022-07-04T00:00:00,101313.886244
2022-07-05T00:00:00,101310.605103
2022-07-06T00:00:00,101303.609915
2022-07-07T00:00:00,101326.346682
2022-07-08T00:00:00,101328.925402
2022-07-11T00:00:00,101332.348075
2022-07-12T00:00:00,101335.386703
2022-07-13T00:00:00,101365.211285
2022-07-14T00:00:00,101372.303799
2022-07-15T00:00:00,101395.867113
2022-07-18T00:00:00,101397.057403
2022-07-19T00:00:00,101408.671668
2022-07-20T00:00:00,101405.320909
2022-07-21T00:00:00,101422.372179
2022-07-22T00:00:00,101446.085855
2022-07-25T00:00:00,101485.349549
2022-07-26T00:00:00,101498.739262
2022-07-27T00:00:00,101510.267993
2022-07-28T00:00:00,101518.790744
2022-07-29T00:00:00,101529.291513
2022-08-01T00:00:00,101537.044301
2022-08-02T00:00:00,101526.300108
2022-08-03T00:00:00,101530.904934
2022-08-04T00:00:00,101564.295780
2022-08-05T00:00:00,101573.442645
2022-08-08T00:00:00,101584.563496
2022-08-09T00:00:00,101595.339949
2022-08-10T00:00:00,101615.278455
2022-08-11T00:00:00,101635.359014
2022-08-12T00:00:00,101655.456627
2022-08-15T00:00:00,101667.436293
2022-08-16T00:00:00,101674.906012
2022-08-17T00:00:00,101667.621785
2022-08-18T00:00:00,101684.487611
2022-08-19T00:00:00,101704.552492
2022-08-22T00:00:00,101697.070426
2022-08-23T00:00:00,101722.019414
2022-08-24T00:00:00,101734.820457
2022-08-25T00:00:00,101719.691553
2022-08-26T00:00:00,101739.916704
2022-08-29T00:00:00,101774.115909
2022-08-30T00:00:00,101774.832169
2022-08-31T00:00:00,101784.475483
2022-09-01T00:00:00,101785.053831
2022-09-02T00:00:00,101802.013980
2022-09-05T00:00:00,101813.825312
2022-09-06T00:00:00,101826.599658
2022-09-07T00:00:00,101829.199017
2022-09-08T00:00:00,101850.321390
2022-09-09T00:00:00,101876.720776
2022-09-12T00:00:00,101883.794176
2022-09-13T00:00:00,101900.050591
2022-09-14T00:00:00,101923.233019
2022-09-15T00:00:00,101913.371462
2022-09-16T00:00:00,101916.727918
2022-09-19T00:00:00,101928.625805
2022-09-20T00:00:00,101938.009448
2022-09-21T00:00:00,101949.540072
2022-09-22T00:00:00,101957.035678
2022-09-23T00:00:00,101966.160265
2022-09-26T00:00:00,101978.657833
2022-09-27T00:00:00,101992.095383
2022-09-28T00:00:00,102000.922915
2022-09-29T00:00:00,102012.483428
2022-09-30T00:00:00,102021.937924
2022-10-03T00:00:00,102028.896401
2022-10-04T00:00:00,102036.103860
2022-10-05T00:00:00,102048.022301
2022-10-06T00:00:00,102058.236725
2022-10-07T00:00:00,102071.336131
2022-10-10T00:00:00,102075.192520
2022-10-11T00:00:00,102083.695890
2022-10-12T00:00:00,102095.569263
2022-10-13T00:00:00,102105.539076
2022-10-14T00:00:00,102119.103850
2022-10-17T00:00:00,102130.185585
2022-10-18T00:00:00,102140.157281
2022-10-19T00:00:00,102144.167939
2022-10-20T00:00:00,102158.561558
2022-10-21T00:00:00,102171.308138
2022-10-24T00:00:00,102180.647680
2022-10-25T00:00:00,102190.799184
2022-10-26T00:00:00,102203.566649
2022-10-27T00:00:00,102210.258076
2022-10-28T00:00:00,102222.606465
