dt,equity
2022-05-26T00:00:00,99910.570761
2022-05-27T00:00:00,99919.206653
2022-05-30T00:00:00,99943.717653
2022-05-31T00:00:00,99956.391653
2022-06-01T00:00:00,99948.438653
2022-06-02T00:00:00,99964.107653
2022-06-03T00:00:00,99974.568653
2022-06-06T00:00:00,99968.662653
2022-06-07T00:00:00,99957.024653
2022-06-08T00:00:00,99960.220653
2022-06-09T00:00:00,99972.381515
2022-06-10T00:00:00,99970.968515
2022-06-13T00:00:00,99969.119515
2022-06-14T00:00:00,99955.048515
2022-06-15T00:00:00,99961.292515
2022-06-16T00:00:00,99946.385515
2022-06-17T00:00:00,99956.906515
2022-06-20T00:00:00,99963.872610
2022-06-21T00:00:00,99973.478610
2022-06-22T00:00:00,99987.175610
2022-06-23T00:00:00,99999.342610
2022-06-24T00:00:00,99998.761610
2022-06-27T00:00:00,100020.041610
2022-06-28T00:00:00,100041.698610
2022-06-29T00:00:00,100040.362610
2022-06-30T00:00:00,100030.834610
2022-07-01T00:00:00,100019.853610
2022-07-04T00:00:00,100021.981610
2022-07-05T00:00:00,100009.165610
2022-07-06T00:00:00,99992.634610
2022-07-07T00:00:00,100005.834610
2022-07-08T00:00:00,99998.875610
2022-07-11T00:00:00,99992.759610
2022-07-12T00:00:00,99986.258610
2022-07-13T00:00:00,100006.542610
2022-07-14T00:00:00,100003.880786
2022-07-15T00:00:00,100017.688786
2022-07-18T00:00:00,100009.122786
2022-07-19T00:00:00,100010.979786
2022-07-20T00:00:00,99997.870786
2022-07-21T00:00:00,100004.738399
2022-07-22T00:00:00,100018.267399
2022-07-25T00:00:00,100047.345399
2022-07-26T00:00:00,100050.548399
2022-07-27T00:00:00,100051.889399
2022-07-28T00:00:00,100050.223399
2022-07-29T00:00:00,100050.534399
2022-08-01T00:00:00,100048.096399
2022-08-02T00:00:00,100027.160399
2022-08-03T00:00:00,100021.572399
2022-08-04T00:00:00,100044.769399
2022-08-05T00:00:00,100043.721399
2022-08-08T00:00:00,100044.312850
2022-08-09T00:00:00,100044.558850
2022-08-10T00:00:00,100053.965850
2022-08-11T00:00:00,100063.513850
2022-08-12T00:00:00,100073.077850
2022-08-15T00:00:00,100074.522850
2022-08-16T00:00:00,100071.456850
2022-08-17T00:00:00,100053.635850
2022-08-18T00:00:00,100059.963850
2022-08-19T00:00:00,100069.489850
2022-08-22T00:00:00,100051.467850
2022-08-23T00:00:00,100065.875850
2022-08-24T00:00:00,100068.134850
2022-08-25T00:00:00,100042.462850
2022-08-26T00:00:00,100052.143850
2022-08-29T00:00:00,100075.797850
2022-08-30T00:00:00,100065.967850
2022-08-31T00:00:00,100065.063850
2022-09-01T00:00:00,100054.874722
2022-09-02T00:00:00,100061.701552
2022-09-05T00:00:00,100063.378552
2022-09-06T00:00:00,100066.017552
2022-09-07T00:00:00,100058.480552
2022-09-08T00:00:00,100069.465552
2022-09-09T00:00:00,100085.726552
2022-09-12T00:00:00,100082.660552
2022-09-13T00:00:00,100088.776552
2022-09-14T00:00:00,100101.817552
2022-09-15T00:00:00,100081.813552
2022-09-16T00:00:00,100075.026552
2022-09-19T00:00:00,100077.113776
2022-09-20T00:00:00,100076.685776
2022-09-21T00:00:00,100078.403776
2022-09-22T00:00:00,100076.085776
2022-09-23T00:00:00,100075.395776
2022-09-26T00:00:00,100078.077776
2022-09-27T00:00:00,100081.698776
2022-09-28T00:00:00,100080.708776
2022-09-29T00:00:00,100082.450776
2022-09-30T00:00:00,100082.085776
2022-10-03T00:00:00,100079.223776
2022-10-04T00:00:00,100076.609776
2022-10-05T00:00:00,100078.705776
2022-10-06T00:00:00,100079.096776
2022-10-07T00:00:00,100082.371776
2022-10-10T00:00:00,100076.402776
2022-10-11T00:00:00,100075.079776
2022-10-12T00:00:00,100077.344297
2022-10-13T00:00:00,100077.704297
2022-10-14T00:00:00,100081.658297
2022-10-17T00:00:00,100083.128297
2022-10-18T00:00:00,100083.487297
2022-10-19T00:00:00,100077.884297
2022-10-20T00:00:00,100082.663297
2022-10-21T00:00:00,100085.794297
2022-10-24T00:00:00,100085.517297
2022-10-25T00:00:00,100086.051297
2022-10-26T00:00:00,100089.200297
2022-10-27T00:00:00,100086.272297
2022-10-28T00:00:00,100089.000297
